,Accuracy,Precision,Recall,F1-Score,Participant
0,0.875,0.8,1.0,0.888888888888889,4.0
1,0.75,1.0,0.5,0.6666666666666666,5.0
2,0.5,0.5,0.5,0.5,6.0
3,0.75,0.75,0.75,0.75,7.0
4,0.375,0.3333333333333333,0.25,0.28571428571428575,8.0
5,0.5,0.5,0.75,0.6,9.0
6,0.75,1.0,0.5,0.6666666666666666,11.0
7,0.625,0.6,0.75,0.6666666666666665,12.0
8,0.6666666666666666,0.5,1.0,0.6666666666666666,13.0
9,0.5,0.5,0.5,0.5,16.0
10,0.8571428571428571,1.0,0.75,0.8571428571428571,19.0
11,0.875,0.8,1.0,0.888888888888889,20.0
12,1.0,1.0,1.0,1.0,21.0
13,1.0,1.0,1.0,1.0,22.0
14,0.875,0.8,1.0,0.888888888888889,23.0
15,0.7142857142857143,0.6666666666666666,0.6666666666666666,0.6666666666666666,24.0
16,1.0,1.0,1.0,1.0,26.0
17,1.0,1.0,1.0,1.0,27.0
18,1.0,1.0,1.0,1.0,28.0
19,0.625,0.6666666666666666,0.5,0.5714285714285715,29.0
20,0.2857142857142857,0.4,0.5,0.4444444444444445,30.0
21,0.75,0.6666666666666666,1.0,0.8,31.0
22,0.875,0.8,1.0,0.888888888888889,32.0
23,0.875,1.0,0.75,0.8571428571428571,33.0
24,0.5714285714285714,0.5,0.3333333333333333,0.4,34.0
25,1.0,1.0,1.0,1.0,35.0
